target_roi,stop_roi,model,gate,threshold,calls,accuracy,coverage,avg_ask,avg_target_c,avg_stop_c,avg_time
0.25,0.18,LOGISTIC,HYBRID,0.6,0,,0.0,,,,
0.25,0.18,LOGISTIC,HYBRID,0.65,0,,0.0,,,,
0.25,0.18,LOGISTIC,HYBRID,0.7,0,,0.0,,,,
0.25,0.18,LOGISTIC,HYBRID,0.75,0,,0.0,,,,
0.25,0.18,LOGISTIC,HYBRID,0.8,0,,0.0,,,,
0.25,0.18,LOGISTIC,HYBRID,0.85,0,,0.0,,,,
0.25,0.18,LOGISTIC,HYBRID,0.9,0,,0.0,,,,
0.25,0.18,RF,OPEN,0.55,4,25.0,57.142857142857146,22.75,6.25,5.0,7.318174183333333
0.25,0.18,RF,OPEN,0.6,3,33.33333333333333,42.857142857142854,21.0,5.666666666666667,5.0,8.19409646111111
0.25,0.18,RF,OPEN,0.65,3,33.33333333333333,42.857142857142854,21.0,5.666666666666667,5.0,8.19409646111111
0.25,0.18,RF,OPEN,0.7,2,50.0,28.571428571428573,26.0,6.5,5.5,7.5344373666666655
0.25,0.18,RF,OPEN,0.75,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,RF,OPEN,0.8,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,RF,OPEN,0.85,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,RF,OPEN,0.9,0,,0.0,,,,
0.25,0.18,RF,PULLBACK,0.55,4,25.0,57.142857142857146,22.75,6.25,5.0,7.318174183333333
0.25,0.18,RF,PULLBACK,0.6,3,33.33333333333333,42.857142857142854,21.0,5.666666666666667,5.0,8.19409646111111
0.25,0.18,RF,PULLBACK,0.65,3,33.33333333333333,42.857142857142854,21.0,5.666666666666667,5.0,8.19409646111111
0.25,0.18,RF,PULLBACK,0.7,2,50.0,28.571428571428573,26.0,6.5,5.5,7.5344373666666655
0.25,0.18,RF,PULLBACK,0.75,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,RF,PULLBACK,0.8,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,RF,PULLBACK,0.85,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,RF,PULLBACK,0.9,0,,0.0,,,,
0.25,0.18,RF,LAG,0.55,2,0.0,28.571428571428573,22.0,6.5,5.0,8.467068983333334
0.25,0.18,RF,LAG,0.6,2,0.0,28.571428571428573,19.5,5.5,5.0,7.6337548250000005
0.25,0.18,RF,LAG,0.65,2,0.0,28.571428571428573,19.5,5.5,5.0,7.6337548250000005
0.25,0.18,RF,LAG,0.7,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,RF,LAG,0.75,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,RF,LAG,0.8,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,RF,LAG,0.85,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,RF,LAG,0.9,0,,0.0,,,,
0.25,0.18,RF,BRTI,0.55,0,,0.0,,,,
0.25,0.18,RF,BRTI,0.6,0,,0.0,,,,
0.25,0.18,RF,BRTI,0.65,0,,0.0,,,,
0.25,0.18,RF,BRTI,0.7,0,,0.0,,,,
0.25,0.18,RF,BRTI,0.75,0,,0.0,,,,
0.25,0.18,RF,BRTI,0.8,0,,0.0,,,,
0.25,0.18,RF,BRTI,0.85,0,,0.0,,,,
0.25,0.18,RF,BRTI,0.9,0,,0.0,,,,
0.25,0.18,RF,HYBRID,0.55,0,,0.0,,,,
0.25,0.18,RF,HYBRID,0.6,0,,0.0,,,,
0.25,0.18,RF,HYBRID,0.65,0,,0.0,,,,
0.25,0.18,RF,HYBRID,0.7,0,,0.0,,,,
0.25,0.18,RF,HYBRID,0.75,0,,0.0,,,,
0.25,0.18,RF,HYBRID,0.8,0,,0.0,,,,
0.25,0.18,RF,HYBRID,0.85,0,,0.0,,,,
0.25,0.18,RF,HYBRID,0.9,0,,0.0,,,,
0.25,0.18,HGB,OPEN,0.55,4,25.0,57.142857142857146,22.25,6.25,4.75,7.9848720125
0.25,0.18,HGB,OPEN,0.6,4,25.0,57.142857142857146,22.25,6.25,4.75,7.9848720125
0.25,0.18,HGB,OPEN,0.65,4,25.0,57.142857142857146,21.0,5.75,4.75,7.5890434875
0.25,0.18,HGB,OPEN,0.7,4,25.0,57.142857142857146,21.0,5.75,4.75,7.5890434875
0.25,0.18,HGB,OPEN,0.75,4,25.0,57.142857142857146,21.5,5.75,5.0,6.9015171041666665
0.25,0.18,HGB,OPEN,0.8,3,0.0,42.857142857142854,20.666666666666668,5.666666666666667,5.0,6.0970962277777785
0.25,0.18,HGB,OPEN,0.85,3,0.0,42.857142857142854,20.666666666666668,5.666666666666667,5.0,6.0970962277777785
0.25,0.18,HGB,OPEN,0.9,2,0.0,28.571428571428573,25.5,6.5,5.5,4.388937016666667
0.25,0.18,HGB,PULLBACK,0.55,4,25.0,57.142857142857146,22.25,6.25,4.75,7.9848720125
0.25,0.18,HGB,PULLBACK,0.6,4,25.0,57.142857142857146,22.25,6.25,4.75,7.9848720125
0.25,0.18,HGB,PULLBACK,0.65,4,25.0,57.142857142857146,21.0,5.75,4.75,7.5890434875
0.25,0.18,HGB,PULLBACK,0.7,4,25.0,57.142857142857146,21.0,5.75,4.75,7.5890434875
0.25,0.18,HGB,PULLBACK,0.75,4,25.0,57.142857142857146,21.5,5.75,5.0,6.9015171041666665
0.25,0.18,HGB,PULLBACK,0.8,3,0.0,42.857142857142854,20.666666666666668,5.666666666666667,5.0,6.0970962277777785
0.25,0.18,HGB,PULLBACK,0.85,3,0.0,42.857142857142854,20.666666666666668,5.666666666666667,5.0,6.0970962277777785
0.25,0.18,HGB,PULLBACK,0.9,2,0.0,28.571428571428573,25.5,6.5,5.5,4.388937016666667
0.25,0.18,HGB,LAG,0.55,3,0.0,42.857142857142854,21.666666666666668,6.333333333333333,4.666666666666667,7.541569438888889
0.25,0.18,HGB,LAG,0.6,3,0.0,42.857142857142854,21.666666666666668,6.333333333333333,4.666666666666667,7.541569438888889
0.25,0.18,HGB,LAG,0.65,3,0.0,42.857142857142854,20.0,5.666666666666667,4.666666666666667,7.013798072222222
0.25,0.18,HGB,LAG,0.7,3,0.0,42.857142857142854,20.0,5.666666666666667,4.666666666666667,7.013798072222222
0.25,0.18,HGB,LAG,0.75,2,0.0,28.571428571428573,19.5,5.5,5.0,7.6337548250000005
0.25,0.18,HGB,LAG,0.8,2,0.0,28.571428571428573,19.5,5.5,5.0,7.6337548250000005
0.25,0.18,HGB,LAG,0.85,2,0.0,28.571428571428573,19.5,5.5,5.0,7.6337548250000005
0.25,0.18,HGB,LAG,0.9,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,6.0,5.754095
0.25,0.18,HGB,BRTI,0.55,0,,0.0,,,,
0.25,0.18,HGB,BRTI,0.6,0,,0.0,,,,
0.25,0.18,HGB,BRTI,0.65,0,,0.0,,,,
0.25,0.18,HGB,BRTI,0.7,0,,0.0,,,,
0.25,0.18,HGB,BRTI,0.75,0,,0.0,,,,
0.25,0.18,HGB,BRTI,0.8,0,,0.0,,,,
0.25,0.18,HGB,BRTI,0.85,0,,0.0,,,,
0.25,0.18,HGB,BRTI,0.9,0,,0.0,,,,
0.25,0.18,HGB,HYBRID,0.55,0,,0.0,,,,
0.25,0.18,HGB,HYBRID,0.6,0,,0.0,,,,
0.25,0.18,HGB,HYBRID,0.65,0,,0.0,,,,
0.25,0.18,HGB,HYBRID,0.7,0,,0.0,,,,
0.25,0.18,HGB,HYBRID,0.75,0,,0.0,,,,
0.25,0.18,HGB,HYBRID,0.8,0,,0.0,,,,
0.25,0.18,HGB,HYBRID,0.85,0,,0.0,,,,
0.25,0.18,HGB,HYBRID,0.9,0,,0.0,,,,
0.25,0.25,LOGISTIC,OPEN,0.55,5,60.0,71.42857142857143,24.6,6.8,6.8,9.341375926666666
0.25,0.25,LOGISTIC,OPEN,0.6,5,60.0,71.42857142857143,24.6,6.8,6.8,9.324709566666666
0.25,0.25,LOGISTIC,OPEN,0.65,4,50.0,57.142857142857146,27.750000000000004,7.5,7.5,9.339114945833332
0.25,0.25,LOGISTIC,OPEN,0.7,4,25.0,57.142857142857146,27.500000000000004,7.5,7.5,8.943235945833333
0.25,0.25,LOGISTIC,OPEN,0.75,3,0.0,42.857142857142854,28.666666666666668,8.0,8.0,8.819388016666666
0.25,0.25,LOGISTIC,OPEN,0.8,3,0.0,42.857142857142854,28.666666666666668,8.0,8.0,8.819388016666666
0.25,0.25,LOGISTIC,OPEN,0.85,3,0.0,42.857142857142854,28.666666666666668,8.0,8.0,8.79171362777778
0.25,0.25,LOGISTIC,OPEN,0.9,3,0.0,42.857142857142854,28.666666666666668,8.0,8.0,8.79171362777778
0.25,0.25,LOGISTIC,PULLBACK,0.55,5,60.0,71.42857142857143,24.6,6.8,6.8,9.341375926666666
0.25,0.25,LOGISTIC,PULLBACK,0.6,5,60.0,71.42857142857143,24.6,6.8,6.8,9.324709566666666
0.25,0.25,LOGISTIC,PULLBACK,0.65,4,50.0,57.142857142857146,27.750000000000004,7.5,7.5,9.339114945833332
0.25,0.25,LOGISTIC,PULLBACK,0.7,4,25.0,57.142857142857146,27.500000000000004,7.5,7.5,8.943235945833333
0.25,0.25,LOGISTIC,PULLBACK,0.75,3,0.0,42.857142857142854,28.666666666666668,8.0,8.0,8.819388016666666
0.25,0.25,LOGISTIC,PULLBACK,0.8,3,0.0,42.857142857142854,28.666666666666668,8.0,8.0,8.819388016666666
0.25,0.25,LOGISTIC,PULLBACK,0.85,3,0.0,42.857142857142854,28.666666666666668,8.0,8.0,8.79171362777778
0.25,0.25,LOGISTIC,PULLBACK,0.9,3,0.0,42.857142857142854,28.666666666666668,8.0,8.0,8.79171362777778
0.25,0.25,LOGISTIC,LAG,0.55,4,75.0,57.142857142857146,25.000000000000007,6.75,6.75,8.839177758333333
0.25,0.25,LOGISTIC,LAG,0.6,3,33.33333333333333,42.857142857142854,30.66666666666667,8.333333333333334,8.333333333333334,8.4582991
0.25,0.25,LOGISTIC,LAG,0.65,3,33.33333333333333,42.857142857142854,27.666666666666668,7.666666666666667,7.666666666666667,8.43017721111111
0.25,0.25,LOGISTIC,LAG,0.7,3,0.0,42.857142857142854,27.333333333333332,7.666666666666667,7.666666666666667,7.9023385444444445
0.25,0.25,LOGISTIC,LAG,0.75,3,0.0,42.857142857142854,27.333333333333332,7.666666666666667,7.666666666666667,7.9023385444444445
0.25,0.25,LOGISTIC,LAG,0.8,3,0.0,42.857142857142854,27.333333333333332,7.666666666666667,7.666666666666667,7.9023385444444445
0.25,0.25,LOGISTIC,LAG,0.85,3,0.0,42.857142857142854,27.333333333333332,7.666666666666667,7.666666666666667,7.9023385444444445
0.25,0.25,LOGISTIC,LAG,0.9,3,0.0,42.857142857142854,27.333333333333332,7.666666666666667,7.666666666666667,7.9023385444444445
0.25,0.25,LOGISTIC,BRTI,0.55,0,,0.0,,,,
0.25,0.25,LOGISTIC,BRTI,0.6,0,,0.0,,,,
0.25,0.25,LOGISTIC,BRTI,0.65,0,,0.0,,,,
0.25,0.25,LOGISTIC,BRTI,0.7,0,,0.0,,,,
0.25,0.25,LOGISTIC,BRTI,0.75,0,,0.0,,,,
0.25,0.25,LOGISTIC,BRTI,0.8,0,,0.0,,,,
0.25,0.25,LOGISTIC,BRTI,0.85,0,,0.0,,,,
0.25,0.25,LOGISTIC,BRTI,0.9,0,,0.0,,,,
0.25,0.25,LOGISTIC,HYBRID,0.55,0,,0.0,,,,
0.25,0.25,LOGISTIC,HYBRID,0.6,0,,0.0,,,,
0.25,0.25,LOGISTIC,HYBRID,0.65,0,,0.0,,,,
0.25,0.25,LOGISTIC,HYBRID,0.7,0,,0.0,,,,
0.25,0.25,LOGISTIC,HYBRID,0.75,0,,0.0,,,,
0.25,0.25,LOGISTIC,HYBRID,0.8,0,,0.0,,,,
0.25,0.25,LOGISTIC,HYBRID,0.85,0,,0.0,,,,
0.25,0.25,LOGISTIC,HYBRID,0.9,0,,0.0,,,,
0.25,0.25,RF,OPEN,0.55,5,60.0,71.42857142857143,26.200000000000003,7.0,7.0,7.841396919999999
0.25,0.25,RF,OPEN,0.6,5,20.0,71.42857142857143,24.400000000000006,6.6,6.6,6.591244036666666
0.25,0.25,RF,OPEN,0.65,3,33.33333333333333,42.857142857142854,21.666666666666668,6.0,6.0,8.471897088888888
0.25,0.25,RF,OPEN,0.7,2,50.0,28.571428571428573,26.0,6.5,6.5,7.5344373666666655
0.25,0.25,RF,OPEN,0.75,2,50.0,28.571428571428573,26.0,6.5,6.5,7.5344373666666655
0.25,0.25,RF,OPEN,0.8,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,7.000000000000001,5.754095
0.25,0.25,RF,OPEN,0.85,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,7.000000000000001,5.504164816666667
0.25,0.25,RF,OPEN,0.9,0,,0.0,,,,
0.25,0.25,RF,PULLBACK,0.55,4,50.0,57.142857142857146,23.0,6.25,6.25,7.734886133333333
0.25,0.25,RF,PULLBACK,0.6,4,25.0,57.142857142857146,22.75,6.25,6.25,7.318174183333333
0.25,0.25,RF,PULLBACK,0.65,3,33.33333333333333,42.857142857142854,21.666666666666668,6.0,6.0,8.471897088888888
0.25,0.25,RF,PULLBACK,0.7,2,50.0,28.571428571428573,26.0,6.5,6.5,7.5344373666666655
0.25,0.25,RF,PULLBACK,0.75,2,50.0,28.571428571428573,26.0,6.5,6.5,7.5344373666666655
0.25,0.25,RF,PULLBACK,0.8,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,7.000000000000001,5.754095
0.25,0.25,RF,PULLBACK,0.85,0,,0.0,,,,
0.25,0.25,RF,PULLBACK,0.9,0,,0.0,,,,
0.25,0.25,RF,LAG,0.55,5,60.0,71.42857142857143,26.200000000000003,7.0,7.0,7.808046896666667
0.25,0.25,RF,LAG,0.6,4,25.0,57.142857142857146,24.75,6.75,6.75,7.441422758333333
0.25,0.25,RF,LAG,0.65,2,0.0,28.571428571428573,20.5,6.0,6.0,8.050455766666666
0.25,0.25,RF,LAG,0.7,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,7.000000000000001,5.754095
0.25,0.25,RF,LAG,0.75,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,7.000000000000001,5.754095
0.25,0.25,RF,LAG,0.8,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,7.000000000000001,5.754095
0.25,0.25,RF,LAG,0.85,1,0.0,14.285714285714286,28.000000000000004,7.000000000000001,7.000000000000001,5.504164816666667
0.25,0.25,RF,LAG,0.9,0,,0.0,,,,
0.25,0.25,RF,BRTI,0.55,0,,0.0,,,,
0.25,0.25,RF,BRTI,0.6,0,,0.0,,,,
0.25,0.25,RF,BRTI,0.65,0,,0.0,,,,
0.25,0.25,RF,BRTI,0.7,0,,0.0,,,,
0.25,0.25,RF,BRTI,0.75,0,,0.0,,,,
0.25,0.25,RF,BRTI,0.8,0,,0.0,,,,
0.25,0.25,RF,BRTI,0.85,0,,0.0,,,,
0.25,0.25,RF,BRTI,0.9,0,,0.0,,,,
0.25,0.25,RF,HYBRID,0.55,0,,0.0,,,,
0.25,0.25,RF,HYBRID,0.6,0,,0.0,,,,
0.25,0.25,RF,HYBRID,0.65,0,,0.0,,,,
0.25,0.25,RF,HYBRID,0.7,0,,0.0,,,,
0.25,0.25,RF,HYBRID,0.75,0,,0.0,,,,
0.25,0.25,RF,HYBRID,0.8,0,,0.0,,,,
0.25,0.25,RF,HYBRID,0.85,0,,0.0,,,,
0.25,0.25,RF,HYBRID,0.9,0,,0.0,,,,
0.25,0.25,HGB,OPEN,0.55,4,50.0,57.142857142857146,24.750000000000004,6.75,6.75,8.5474114875
0.25,0.25,HGB,OPEN,0.6,4,50.0,57.142857142857146,24.750000000000004,6.75,6.75,8.5474114875
0.25,0.25,HGB,OPEN,0.65,4,50.0,57.142857142857146,24.750000000000004,6.75,6.75,8.5474114875
0.25,0.25,HGB,OPEN,0.7,4,50.0,57.142857142857146,24.000000000000004,6.5,6.5,8.359933433333333
0.25,0.25,HGB,OPEN,0.75,4,50.0,57.142857142857146,24.000000000000004,6.5,6.5,8.359933433333333
0.25,0.25,HGB,OPEN,0.8,4,25.0,57.142857142857146,21.5,6.0,6.0,7.797393958333332
0.25,0.25,HGB,OPEN,0.85,3,0.0,42.857142857142854,20.666666666666668,6.0,6.0,7.291598699999999
0.25,0.25,HGB,OPEN,0.9,3,0.0,42.857142857142854,20.0,5.666666666666667,5.666666666666667,7.013798072222222
0.25,0.25,HGB,PULLBACK,0.55,4,25.0,57.142857142857146,22.25,6.25,6.25,7.9848720125
0.25,0.25,HGB,PULLBACK,0.6,4,25.0,57.142857142857146,22.25,6.25,6.25,7.9848720125
0.25,0.25,HGB,PULLBACK,0.65,4,25.0,57.142857142857146,22.25,6.25,6.25,7.9848720125
0.25,0.25,HGB,PULLBACK,0.7,4,25.0,57.142857142857146,21.5,6.0,6.0,7.797393958333332
0.25,0.25,HGB,PULLBACK,0.75,4,25.0,57.142857142857146,21.5,6.0,6.0,7.797393958333332
0.25,0.25,HGB,PULLBACK,0.8,4,25.0,57.142857142857146,21.5,6.0,6.0,7.797393958333332
0.25,0.25,HGB,PULLBACK,0.85,3,0.0,42.857142857142854,20.666666666666668,6.0,6.0,7.291598699999999
0.25,0.25,HGB,PULLBACK,0.9,3,0.0,42.857142857142854,20.0,5.666666666666667,5.666666666666667,7.013798072222222
0.25,0.25,HGB,LAG,0.55,4,50.0,57.142857142857146,24.750000000000004,6.75,6.75,8.526596620833333
0.25,0.25,HGB,LAG,0.6,4,50.0,57.142857142857146,24.750000000000004,6.75,6.75,8.526596620833333
0.25,0.25,HGB,LAG,0.65,4,50.0,57.142857142857146,24.750000000000004,6.75,6.75,8.526596620833333
0.25,0.25,HGB,LAG,0.7,4,50.0,57.142857142857146,24.000000000000004,6.5,6.5,8.339118566666667
0.25,0.25,HGB,LAG,0.75,3,33.33333333333333,42.857142857142854,24.0,6.666666666666667,6.666666666666667,8.041651333333332
0.25,0.25,HGB,LAG,0.8,3,0.0,42.857142857142854,20.666666666666668,6.0,6.0,7.291598699999999
0.25,0.25,HGB,LAG,0.85,3,0.0,42.857142857142854,20.666666666666668,6.0,6.0,7.291598699999999
0.25,0.25,HGB,LAG,0.9,3,0.0,42.857142857142854,20.0,5.666666666666667,5.666666666666667,7.013798072222222
0.25,0.25,HGB,BRTI,0.55,0,,0.0,,,,
0.25,0.25,HGB,BRTI,0.6,0,,0.0,,,,
0.25,0.25,HGB,BRTI,0.65,0,,0.0,,,,
0.25,0.25,HGB,BRTI,0.7,0,,0.0,,,,
0.25,0.25,HGB,BRTI,0.75,0,,0.0,,,,
0.25,0.25,HGB,BRTI,0.8,0,,0.0,,,,
0.25,0.25,HGB,BRTI,0.85,0,,0.0,,,,
0.25,0.25,HGB,BRTI,0.9,0,,0.0,,,,
0.25,0.25,HGB,HYBRID,0.55,0,,0.0,,,,
0.25,0.25,HGB,HYBRID,0.6,0,,0.0,,,,
0.25,0.25,HGB,HYBRID,0.65,0,,0.0,,,,
0.25,0.25,HGB,HYBRID,0.7,0,,0.0,,,,
0.25,0.25,HGB,HYBRID,0.75,0,,0.0,,,,
0.25,0.25,HGB,HYBRID,0.8,0,,0.0,,,,
0.25,0.25,HGB,HYBRID,0.85,0,,0.0,,,,
0.25,0.25,HGB,HYBRID,0.9,0,,0.0,,,,
0.3,0.18,LOGISTIC,OPEN,0.55,5,20.0,71.42857142857143,21.220000000000002,7.2,5.2,6.724731596666667
0.3,0.18,LOGISTIC,OPEN,0.6,4,25.0,57.142857142857146,25.5,8.0,5.5,7.3272610375
0.3,0.18,LOGISTIC,OPEN,0.65,4,25.0,57.142857142857146,25.5,8.0,5.5,7.3272610375
0.3,0.18,LOGISTIC,OPEN,0.7,4,50.0,57.142857142857146,17.75,5.75,4.5,6.056299983333334
0.3,0.18,LOGISTIC,OPEN,0.75,4,50.0,57.142857142857146,17.75,5.75,4.5,6.056299983333334
0.3,0.18,LOGISTIC,OPEN,0.8,4,50.0,57.142857142857146,17.25,5.75,4.5,5.8479495125
0.3,0.18,LOGISTIC,OPEN,0.85,3,33.33333333333333,42.857142857142854,16.666666666666664,5.666666666666667,4.666666666666667,6.4861057833333335
0.3,0.18,LOGISTIC,OPEN,0.9,3,33.33333333333333,42.857142857142854,16.666666666666664,5.666666666666667,4.666666666666667,6.4861057833333335
0.3,0.18,LOGISTIC,PULLBACK,0.55,4,0.0,57.142857142857146,21.775,7.5,5.5,7.464132070833333
0.3,0.18,LOGISTIC,PULLBACK,0.6,3,0.0,42.857142857142854,27.666666666666668,8.666666666666666,6.0,8.513971483333334
0.3,0.18,LOGISTIC,PULLBACK,0.65,3,0.0,42.857142857142854,27.666666666666668,8.666666666666666,6.0,8.513971483333334
0.3,0.18,LOGISTIC,PULLBACK,0.7,3,33.33333333333333,42.857142857142854,17.333333333333336,5.666666666666667,4.666666666666667,6.819356744444444
0.3,0.18,LOGISTIC,PULLBACK,0.75,3,33.33333333333333,42.857142857142854,17.333333333333336,5.666666666666667,4.666666666666667,6.819356744444444
0.3,0.18,LOGISTIC,PULLBACK,0.8,3,33.33333333333333,42.857142857142854,16.666666666666664,5.666666666666667,4.666666666666667,6.5415561166666665
0.3,0.18,LOGISTIC,PULLBACK,0.85,3,33.33333333333333,42.857142857142854,16.666666666666664,5.666666666666667,4.666666666666667,6.4861057833333335
0.3,0.18,LOGISTIC,PULLBACK,0.9,3,33.33333333333333,42.857142857142854,16.666666666666664,5.666666666666667,4.666666666666667,6.4861057833333335
0.3,0.18,LOGISTIC,LAG,0.55,4,25.0,57.142857142857146,20.25,6.5,4.5,6.306392624999999
0.3,0.18,LOGISTIC,LAG,0.6,4,50.0,57.142857142857146,17.75,5.75,4.5,6.0979402875
0.3,0.18,LOGISTIC,LAG,0.65,4,50.0,57.142857142857146,17.75,5.75,4.5,6.0147122333333325
0.3,0.18,LOGISTIC,LAG,0.7,4,50.0,57.142857142857146,17.75,5.75,4.5,6.0147122333333325
0.3,0.18,LOGISTIC,LAG,0.75,4,50.0,57.142857142857146,17.75,5.75,4.5,6.0147122333333325
0.3,0.18,LOGISTIC,LAG,0.8,4,50.0,57.142857142857146,17.25,5.75,4.5,5.8063617625
0.3,0.18,LOGISTIC,LAG,0.85,3,33.33333333333333,42.857142857142854,16.666666666666664,5.666666666666667,4.666666666666667,6.4861057833333335
0.3,0.18,LOGISTIC,LAG,0.9,3,33.33333333333333,42.857142857142854,16.666666666666664,5.666666666666667,4.666666666666667,6.4861057833333335
0.3,0.18,LOGISTIC,BRTI,0.55,0,,0.0,,,,
0.3,0.18,LOGISTIC,BRTI,0.6,0,,0.0,,,,
0.3,0.18,LOGISTIC,BRTI,0.65,0,,0.0,,,,
0.3,0.18,LOGISTIC,BRTI,0.7,0,,0.0,,,,
0.3,0.18,LOGISTIC,BRTI,0.75,0,,0.0,,,,
0.3,0.18,LOGISTIC,BRTI,0.8,0,,0.0,,,,
0.3,0.18,LOGISTIC,BRTI,0.85,0,,0.0,,,,
0.3,0.18,LOGISTIC,BRTI,0.9,0,,0.0,,,,
0.3,0.18,LOGISTIC,HYBRID,0.55,0,,0.0,,,,
0.3,0.18,LOGISTIC,HYBRID,0.6,0,,0.0,,,,
0.3,0.18,LOGISTIC,HYBRID,0.65,0,,0.0,,,,
0.3,0.18,LOGISTIC,HYBRID,0.7,0,,0.0,,,,
0.3,0.18,LOGISTIC,HYBRID,0.75,0,,0.0,,,,
0.3,0.18,LOGISTIC,HYBRID,0.8,0,,0.0,,,,
0.3,0.18,LOGISTIC,HYBRID,0.85,0,,0.0,,,,
0.3,0.18,LOGISTIC,HYBRID,0.9,0,,0.0,,,,
0.3,0.18,RF,OPEN,0.55,4,75.0,57.142857142857146,25.000000000000007,8.25,5.5,8.880865287499999
0.3,0.18,RF,OPEN,0.6,3,33.33333333333333,42.857142857142854,21.0,7.0,5.0,8.19409646111111
0.3,0.18,RF,OPEN,0.65,2,0.0,28.571428571428573,19.5,6.5,5.0,7.6337548250000005
0.3,0.18,RF,OPEN,0.7,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,OPEN,0.75,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,OPEN,0.8,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,OPEN,0.85,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,OPEN,0.9,0,,0.0,,,,
0.3,0.18,RF,PULLBACK,0.55,4,50.0,57.142857142857146,22.5,7.5,5.0,8.359914141666666
0.3,0.18,RF,PULLBACK,0.6,3,33.33333333333333,42.857142857142854,21.0,7.0,5.0,8.19409646111111
0.3,0.18,RF,PULLBACK,0.65,2,0.0,28.571428571428573,19.5,6.5,5.0,7.6337548250000005
0.3,0.18,RF,PULLBACK,0.7,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,PULLBACK,0.75,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,PULLBACK,0.8,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,PULLBACK,0.85,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,PULLBACK,0.9,0,,0.0,,,,
0.3,0.18,RF,LAG,0.55,3,66.66666666666666,42.857142857142854,25.333333333333336,8.333333333333334,5.666666666666667,8.736227138888891
0.3,0.18,RF,LAG,0.6,2,0.0,28.571428571428573,19.5,6.5,5.0,7.6337548250000005
0.3,0.18,RF,LAG,0.65,2,0.0,28.571428571428573,19.5,6.5,5.0,7.6337548250000005
0.3,0.18,RF,LAG,0.7,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,LAG,0.75,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,LAG,0.8,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,LAG,0.85,1,0.0,14.285714285714286,28.000000000000004,9.0,6.0,5.754095
0.3,0.18,RF,LAG,0.9,0,,0.0,,,,
0.3,0.18,RF,BRTI,0.55,0,,0.0,,,,
0.3,0.18,RF,BRTI,0.6,0,,0.0,,,,
0.3,0.18,RF,BRTI,0.65,0,,0.0,,,,
0.3,0.18,RF,BRTI,0.7,0,,0.0,,,,
0.3,0.18,RF,BRTI,0.75,0,,0.0,,,,
0.3,0.18,RF,BRTI,0.8,0,,0.0,,,,
0.3,0.18,RF,BRTI,0.85,0,,0.0,,,,
0.3,0.18,RF,BRTI,0.9,0,,0.0,,,,
0.3,0.18,RF,HYBRID,0.55,0,,0.0,,,,
0.3,0.18,RF,HYBRID,0.6,0,,0.0,,,,
0.3,0.18,RF,HYBRID,0.65,0,,0.0,,,,
0.3,0.18,RF,HYBRID,0.7,0,,0.0,,,,
0.3,0.18,RF,HYBRID,0.75,0,,0.0,,,,
0.3,0.18,RF,HYBRID,0.8,0,,0.0,,,,
0.3,0.18,RF,HYBRID,0.85,0,,0.0,,,,
0.3,0.18,RF,HYBRID,0.9,0,,0.0,,,,
0.3,0.18,HGB,OPEN,0.55,3,0.0,42.857142857142854,28.666666666666668,9.0,6.0,8.819388016666666
